0	1	7.72289e+07	6.77594e+08
1	2	1.14115e+08	1.45636e+09
2	4	3.16372e+08	2.06108e+09
3	8	8.50125e+08	4.54052e+09
4	16	2.09388e+09	1.73857e+10
5	32	1.9657e+09	3.41521e+10
6	64	2.09274e+09	6.5793e+10
7	128	2.23361e+09	1.29679e+11
8	256	2.30768e+09	2.58733e+11
9	512	2.36426e+09	4.89176e+11
10	1024	2.4017e+09	9.35723e+11
11	2048	2.49667e+09	1.681e+12
12	4096	2.33781e+09	1.47088e+12
13	8192	1.9155e+09	1.40473e+12
14	16384	1.88497e+09	2.11055e+12
