0	1	1.6163e+08	5.20385e+08
1	2	7.68821e+07	6.2836e+08
2	4	6.14393e+07	1.02051e+09
3	8	6.26612e+07	2.71037e+09
4	16	5.84058e+07	4.52826e+09
5	32	5.99184e+07	6.21954e+09
6	64	5.90369e+07	8.45466e+09
7	128	5.06998e+07	9.05347e+10
8	256	5.39868e+07	1.78659e+11
9	512	5.53657e+07	3.38186e+11
10	1024	5.71362e+07	6.26089e+11
11	2048	5.79491e+07	1.33177e+12
12	4096	5.82946e+07	2.56034e+12
13	8192	5.85077e+07	4.93674e+12
14	16384	5.85763e+07	9.34959e+12
