1	7.65	1	1
2	5.26	1.454372624	0.727186312
4	1.85	4.135135135	1.033783784
6	1.2	6.375		1.0625
8	0.97	7.886597938	0.985824742
10	0.86	8.895348837	0.889534884
12	0.81	9.444444444	0.787037037
14	1.13	6.769911504	0.483565107
16	1.05	7.285714286	0.455357143
